id,vessel_id,section,item_id,part_code,item_name,uom,event_type,qty_change_base,qty_display,uom_display,rob_after_base,date_local,tz,timestamp_utc,place,ref,user_id,remarks
1161,7440571a-841a-11ed-aa7c-7003bca91a86,stores,142,IT-0002,Jeevan,pcs,RECEIVE,15.00,15.00,pcs,32.00,31-Jan-2026 15:39,UTC,2026-01-31 15:39:00,Colombo,PO-2025-105,1,Quarterly supply order
1160,7440571a-841a-11ed-aa7c-7003bca91a86,chemicals,164,CH-0004,Cooling Water Treatment Chemical,ltr,RECEIVE,24.00,24.00,ltr,24.00,31-Jan-2026 12:18,UTC,2026-01-31 12:18:00,Jebel Ali,PO-2025-107,1,Supplier delivery on schedule
1485,7440571a-841a-11ed-aa7c-7003bca91a86,lubes,154,LU-0004,Turbocharger Lube Oil,ltr,CONSUME,-9.00,-9.00,ltr,43.00,31-Jan-2026 11:24,UTC,2026-01-31 11:24:00,,WO-2025-004,1,Engine room maintenance
1159,7440571a-841a-11ed-aa7c-7003bca91a86,others,174,OT-0004,Waterline area,ltr,CONSUME,-1.00,-1.00,ltr,54.00,31-Jan-2026 10:58,UTC,2026-01-31 10:58:00,,WO-2025-003,1,Quarterly maintenance requirement
1158,7440571a-841a-11ed-aa7c-7003bca91a86,others,179,OT-0009,Weather decks,ltr,CONSUME,-1.00,-1.00,ltr,53.00,31-Jan-2026 09:59,UTC,2026-01-31 09:59:00,,WO-2025-010,1,Accommodation maintenance
3928,7440571a-841a-11ed-aa7c-7003bca91a86,lubes,151,LU-0001,Main Engine Cylinder Oil,ltr,CONSUME,-120.00,-120.00,ltr,0.00,31-Jan-2026 08:54,UTC,2026-01-31 08:54:00,,,480b40d0-04bd-4590-a936-2f879b867977,Daily cylinder oil consumption - 120.0 ltr
1157,7440571a-841a-11ed-aa7c-7003bca91a86,stores,147,IT-0007,Ear Plugs (Disposable),pcs,CONSUME,-5.00,-5.00,pcs,11.00,30-Jan-2026 20:20,UTC,2026-01-30 20:20:00,,WO-2025-007,1,Hull maintenance work
1156,7440571a-841a-11ed-aa7c-7003bca91a86,chemicals,161,CH-0001,Fuel Oil Treatment Chemical,ltr,RECEIVE,24.00,24.00,ltr,32.00,30-Jan-2026 12:45,UTC,2026-01-30 12:45:00,Las Palmas,PO-2025-107,1,Annual stock replenishment
1484,7440571a-841a-11ed-aa7c-7003bca91a86,lubes,155,LU-0005,Hydraulic Oil,ltr,RECEIVE,39.00,39.00,ltr,47.00,30-Jan-2026 09:16,UTC,2026-01-30 09:16:00,Fujairah,PO-2025-101,1,Port supply delivery
1155,7440571a-841a-11ed-aa7c-7003bca91a86,others,178,OT-0008,"Pipes, tanks, machinery",ltr,CONSUME,-3.00,-3.00,ltr,48.00,30-Jan-2026 08:19,UTC,2026-01-30 08:19:00,,WO-2025-011,1,Monthly routine usage
3927,7440571a-841a-11ed-aa7c-7003bca91a86,lubes,151,LU-0001,Main Engine Cylinder Oil,ltr,CONSUME,-89.60,-89.60,ltr,0.00,30-Jan-2026 07:47,UTC,2026-01-30 07:47:00,,,6084f3b8-85dc-462a-b045-111d2b2e6d0e,Daily cylinder oil consumption - 89.6 ltr
1154,7440571a-841a-11ed-aa7c-7003bca91a86,stores,142,IT-0002,Jeevan,pcs,CONSUME,-2.00,-2.00,pcs,17.00,30-Jan-2026 07:41,UTC,2026-01-30 07:41:00,,WO-2025-007,1,Deck maintenance work
1153,7440571a-841a-11ed-aa7c-7003bca91a86,chemicals,169,CH-0009,Sewage Treatment Plant Chemical,ltr,CONSUME,-6.00,-6.00,ltr,5.00,29-Jan-2026 20:48,UTC,2026-01-29 20:48:00,,WO-2025-005,1,Voyage preparation consumption
1152,7440571a-841a-11ed-aa7c-7003bca91a86,stores,147,IT-0007,Ear Plugs (Disposable),pcs,RECEIVE,15.00,15.00,pcs,23.00,29-Jan-2026 16:26,UTC,2026-01-29 16:26:00,Las Palmas,PO-2025-105,1,Supply received per PO
1151,7440571a-841a-11ed-aa7c-7003bca91a86,others,177,OT-0007,"Bilges, chain lockers",ltr,RECEIVE,9.00,9.00,ltr,52.00,29-Jan-2026 16:24,UTC,2026-01-29 16:24:00,Jebel Ali,PO-2025-108,1,Supplier delivery on schedule
1150,7440571a-841a-11ed-aa7c-7003bca91a86,chemicals,165,CH-0005,Potable Water Chlorination Chemical,ltr,RECEIVE,12.00,12.00,ltr,26.00,29-Jan-2026 16:22,UTC,2026-01-29 16:22:00,Busan,PO-2025-108,1,Port supply delivery
1149,7440571a-841a-11ed-aa7c-7003bca91a86,stores,149,IT-0009,Cotton Waste / Cleaning Rags,pcs,RECEIVE,14.00,14.00,pcs,21.00,29-Jan-2026 15:52,UTC,2026-01-29 15:52:00,Mumbai,PO-2025-105,1,Port supply delivery
1148,7440571a-841a-11ed-aa7c-7003bca91a86,others,174,OT-0004,Waterline area,ltr,RECEIVE,12.00,12.00,ltr,66.00,29-Jan-2026 15:43,UTC,2026-01-29 15:43:00,Durban,PO-2025-104,1,Top-up supply received
3926,7440571a-841a-11ed-aa7c-7003bca91a86,lubes,151,LU-0001,Main Engine Cylinder Oil,ltr,CONSUME,-68.00,-68.00,ltr,0.00,29-Jan-2026 09:40,UTC,2026-01-29 09:40:00,,,228b5256-5bd2-4bf3-826f-c6fe76571449,Daily cylinder oil consumption - 68.0 ltr
1147,7440571a-841a-11ed-aa7c-7003bca91a86,chemicals,168,CH-0008,Rust Remover / Descaling Chemical,ltr,CONSUME,-5.00,-5.00,ltr,26.00,28-Jan-2026 18:47,UTC,2026-01-28 18:47:00,,WO-2025-011,1,Port state inspection preparation
1146,7440571a-841a-11ed-aa7c-7003bca91a86,chemicals,170,CH-0010,Hand Cleaning Chemical (Industrial Soap),ltr,CONSUME,-6.00,-6.00,ltr,10.00,28-Jan-2026 17:05,UTC,2026-01-28 17:05:00,,WO-2025-003,1,Scheduled overhaul requirement
1145,7440571a-841a-11ed-aa7c-7003bca91a86,stores,142,IT-0002,Jeevan,pcs,CONSUME,-1.00,-1.00,pcs,24.00,28-Jan-2026 15:56,UTC,2026-01-28 15:56:00,,WO-2025-003,1,Safety equipment replenishment
1144,7440571a-841a-11ed-aa7c-7003bca91a86,chemicals,168,CH-0008,Rust Remover / Descaling Chemical,ltr,CONSUME,-7.00,-7.00,ltr,19.00,28-Jan-2026 12:10,UTC,2026-01-28 12:10:00,,WO-2025-005,1,Hull maintenance work
1143,7440571a-841a-11ed-aa7c-7003bca91a86,stores,148,IT-0008,Dust Mask / Respirator Mask,pcs,RECEIVE,24.00,24.00,pcs,36.00,28-Jan-2026 10:47,UTC,2026-01-28 10:47:00,Singapore,PO-2025-107,1,Quarterly supply order
1142,7440571a-841a-11ed-aa7c-7003bca91a86,stores,141,IT-0001,Safety Gloves – Cotton,pcs,RECEIVE,20.00,20.00,pcs,20.00,28-Jan-2026 09:39,UTC,2026-01-28 09:39:00,Mumbai,PO-2025-106,1,Emergency supply received
3925,7440571a-841a-11ed-aa7c-7003bca91a86,lubes,151,LU-0001,Main Engine Cylinder Oil,ltr,CONSUME,-60.20,-60.20,ltr,0.00,28-Jan-2026 08:34,UTC,2026-01-28 08:34:00,,,480b40d0-04bd-4590-a936-2f879b867977,Daily cylinder oil consumption - 60.2 ltr
1141,7440571a-841a-11ed-aa7c-7003bca91a86,stores,144,IT-0004,Cutting Disc (Angle Grinder),pcs,CONSUME,-1.00,-1.00,pcs,35.00,27-Jan-2026 22:39,UTC,2026-01-27 22:39:00,,WO-2025-009,1,Voyage preparation consumption
1140,7440571a-841a-11ed-aa7c-7003bca91a86,chemicals,161,CH-0001,Fuel Oil Treatment Chemical,ltr,CONSUME,-4.00,-4.00,ltr,8.00,27-Jan-2026 19:35,UTC,2026-01-27 19:35:00,,WO-2025-010,1,Emergency repair usage
4085,7440571a-841a-11ed-aa7c-7003bca91a86,chemicals,163,CH-0003,Boiler Water Treatment Chemical,ltr,CONSUME,-38.80,-38.80,ltr,4755.10,27-Jan-2026 17:14,UTC,2026-01-27 17:14:00,,,228b5256-5bd2-4bf3-826f-c6fe76571449,Chemical consumption - Boiler Water Treatment Chemical
1139,7440571a-841a-11ed-aa7c-7003bca91a86,stores,144,IT-0004,Cutting Disc (Angle Grinder),pcs,CONSUME,-5.00,-5.00,pcs,23.00,27-Jan-2026 16:26,UTC,2026-01-27 16:26:00,,WO-2025-007,1,Machinery space maintenance
1138,7440571a-841a-11ed-aa7c-7003bca91a86,stores,145,IT-0005,Welding Electrodes (General Purpose),pcs,RECEIVE,11.00,11.00,pcs,26.00,27-Jan-2026 13:55,UTC,2026-01-27 13:55:00,Fujairah,PO-2025-101,1,Supply received per PO
1137,7440571a-841a-11ed-aa7c-7003bca91a86,stores,150,IT-0010,Emery Paper / Abrasive Sheet,pcs,CONSUME,-5.00,-5.00,pcs,4.00,27-Jan-2026 13:11,UTC,2026-01-27 13:11:00,,WO-2025-001,1,Navigation equipment maintenance
1136,7440571a-841a-11ed-aa7c-7003bca91a86,chemicals,170,CH-0010,Hand Cleaning Chemical (Industrial Soap),ltr,RECEIVE,23.00,23.00,ltr,30.00,27-Jan-2026 12:21,UTC,2026-01-27 12:21:00,Las Palmas,PO-2025-104,1,Annual stock replenishment
4086,7440571a-841a-11ed-aa7c-7003bca91a86,chemicals,170,CH-0010,Hand Cleaning Chemical (Industrial Soap),ltr,CONSUME,-7.40,-7.40,ltr,4867.40,27-Jan-2026 11:45,UTC,2026-01-27 11:45:00,,,056a433e-b880-43c6-9d59-b1cfe71a4014,Chemical consumption - Hand Cleaning Chemical (Industrial Soap)
1135,7440571a-841a-11ed-aa7c-7003bca91a86,others,173,OT-0003,Hull below waterline,ltr,RECEIVE,6.00,6.00,ltr,42.00,27-Jan-2026 08:18,UTC,2026-01-27 08:18:00,Jebel Ali,PO-2025-108,1,Emergency supply received
1134,7440571a-841a-11ed-aa7c-7003bca91a86,others,179,OT-0009,Weather decks,ltr,RECEIVE,15.00,15.00,ltr,68.00,27-Jan-2026 08:05,UTC,2026-01-27 08:05:00,Singapore,PO-2025-104,1,Quarterly supply order
3924,7440571a-841a-11ed-aa7c-7003bca91a86,lubes,151,LU-0001,Main Engine Cylinder Oil,ltr,CONSUME,-74.20,-74.20,ltr,0.00,27-Jan-2026 07:46,UTC,2026-01-27 07:46:00,,,480b40d0-04bd-4590-a936-2f879b867977,Daily cylinder oil consumption - 74.2 ltr
1133,7440571a-841a-11ed-aa7c-7003bca91a86,stores,150,IT-0010,Emery Paper / Abrasive Sheet,pcs,CONSUME,-5.00,-5.00,pcs,12.00,26-Jan-2026 22:07,UTC,2026-01-26 22:07:00,,WO-2025-010,1,Routine maintenance consumption
1132,7440571a-841a-11ed-aa7c-7003bca91a86,chemicals,165,CH-0005,Potable Water Chlorination Chemical,ltr,CONSUME,-2.00,-2.00,ltr,17.00,26-Jan-2026 22:04,UTC,2026-01-26 22:04:00,,WO-2025-011,1,Port state inspection preparation
1483,7440571a-841a-11ed-aa7c-7003bca91a86,lubes,158,LU-0008,Compressor Oil,ltr,CONSUME,-3.00,-3.00,ltr,7.00,26-Jan-2026 21:23,UTC,2026-01-26 21:23:00,,WO-2025-004,1,Routine maintenance consumption
1131,7440571a-841a-11ed-aa7c-7003bca91a86,chemicals,165,CH-0005,Potable Water Chlorination Chemical,ltr,CONSUME,-4.00,-4.00,ltr,19.00,26-Jan-2026 17:17,UTC,2026-01-26 17:17:00,,WO-2025-011,1,Routine maintenance consumption
1130,7440571a-841a-11ed-aa7c-7003bca91a86,chemicals,166,CH-0006,Tank Cleaning Chemical (Alkaline),ltr,RECEIVE,15.00,15.00,ltr,17.00,26-Jan-2026 15:57,UTC,2026-01-26 15:57:00,Rotterdam,PO-2025-103,1,Quarterly supply order
1129,7440571a-841a-11ed-aa7c-7003bca91a86,chemicals,163,CH-0003,Boiler Water Treatment Chemical,ltr,CONSUME,-4.00,-4.00,ltr,16.00,26-Jan-2026 12:06,UTC,2026-01-26 12:06:00,,WO-2025-002,1,Quarterly maintenance requirement
1128,7440571a-841a-11ed-aa7c-7003bca91a86,chemicals,163,CH-0003,Boiler Water Treatment Chemical,ltr,CONSUME,-3.00,-3.00,ltr,5.00,26-Jan-2026 10:13,UTC,2026-01-26 10:13:00,,WO-2025-007,1,Accommodation maintenance
3923,7440571a-841a-11ed-aa7c-7003bca91a86,lubes,151,LU-0001,Main Engine Cylinder Oil,ltr,CONSUME,-67.50,-67.50,ltr,0.00,26-Jan-2026 08:59,UTC,2026-01-26 08:59:00,,,056a433e-b880-43c6-9d59-b1cfe71a4014,Daily cylinder oil consumption - 67.5 ltr
2465,7440571a-841a-11ed-aa7c-7003bca91a86,chemicals,163,CH-0003,Boiler Water Treatment Chemical,ltr,CONSUME,-1.94,-1.94,ltr,0.00,26-Jan-2026 00:00,UTC,2026-01-26 00:00:00,,,480b40d0-04bd-4590-a936-2f879b867977,Weekly chemical consumption
2469,7440571a-841a-11ed-aa7c-7003bca91a86,chemicals,170,CH-0010,Hand Cleaning Chemical (Industrial Soap),ltr,CONSUME,-1.19,-1.19,ltr,0.00,26-Jan-2026 00:00,UTC,2026-01-26 00:00:00,,,480b40d0-04bd-4590-a936-2f879b867977,Weekly chemical consumption
2468,7440571a-841a-11ed-aa7c-7003bca91a86,chemicals,167,CH-0007,Degreasing Chemical,ltr,CONSUME,-0.79,-0.79,ltr,0.00,26-Jan-2026 00:00,UTC,2026-01-26 00:00:00,,,228b5256-5bd2-4bf3-826f-c6fe76571449,Weekly chemical consumption
2467,7440571a-841a-11ed-aa7c-7003bca91a86,chemicals,165,CH-0005,Potable Water Chlorination Chemical,ltr,CONSUME,-0.62,-0.62,ltr,0.00,26-Jan-2026 00:00,UTC,2026-01-26 00:00:00,,,228b5256-5bd2-4bf3-826f-c6fe76571449,Weekly chemical consumption
2466,7440571a-841a-11ed-aa7c-7003bca91a86,chemicals,164,CH-0004,Cooling Water Treatment Chemical,ltr,CONSUME,-1.12,-1.12,ltr,0.00,26-Jan-2026 00:00,UTC,2026-01-26 00:00:00,,,056a433e-b880-43c6-9d59-b1cfe71a4014,Weekly chemical consumption
2464,7440571a-841a-11ed-aa7c-7003bca91a86,chemicals,161,CH-0001,Fuel Oil Treatment Chemical,ltr,CONSUME,-1.83,-1.83,ltr,0.00,26-Jan-2026 00:00,UTC,2026-01-26 00:00:00,,,228b5256-5bd2-4bf3-826f-c6fe76571449,Weekly chemical consumption
1482,7440571a-841a-11ed-aa7c-7003bca91a86,lubes,152,LU-0002,Main Engine System Oil,ltr,CONSUME,-5.00,-5.00,ltr,60.00,25-Jan-2026 17:22,UTC,2026-01-25 17:22:00,,WO-2025-002,1,Regular operational consumption
1481,7440571a-841a-11ed-aa7c-7003bca91a86,lubes,151,LU-0001,Main Engine Cylinder Oil,ltr,RECEIVE,25.00,25.00,ltr,42.00,25-Jan-2026 16:40,UTC,2026-01-25 16:40:00,Fujairah,PO-2025-104,1,Requisition fulfilled
1127,7440571a-841a-11ed-aa7c-7003bca91a86,stores,143,IT-0003,Grinding Wheel (Grinding Disc),pcs,RECEIVE,11.00,11.00,pcs,21.00,25-Jan-2026 11:23,UTC,2026-01-25 11:23:00,Colombo,PO-2025-104,1,Port supply delivery
3922,7440571a-841a-11ed-aa7c-7003bca91a86,lubes,151,LU-0001,Main Engine Cylinder Oil,ltr,CONSUME,-70.10,-70.10,ltr,0.00,25-Jan-2026 06:59,UTC,2026-01-25 06:59:00,,,056a433e-b880-43c6-9d59-b1cfe71a4014,Daily cylinder oil consumption - 70.1 ltr
1480,7440571a-841a-11ed-aa7c-7003bca91a86,lubes,160,LU-0010,Multipurpose Grease,ltr,CONSUME,-11.00,-11.00,ltr,12.00,24-Jan-2026 19:34,UTC,2026-01-24 19:34:00,,WO-2025-001,1,Monthly routine usage
1126,7440571a-841a-11ed-aa7c-7003bca91a86,others,175,OT-0005,External structures,ltr,RECEIVE,15.00,15.00,ltr,71.00,24-Jan-2026 16:48,UTC,2026-01-24 16:48:00,Colombo,PO-2025-107,1,Quarterly supply order
1125,7440571a-841a-11ed-aa7c-7003bca91a86,chemicals,169,CH-0009,Sewage Treatment Plant Chemical,ltr,RECEIVE,24.00,24.00,ltr,24.00,24-Jan-2026 15:35,UTC,2026-01-24 15:35:00,Shanghai,PO-2025-107,1,Top-up supply received
1124,7440571a-841a-11ed-aa7c-7003bca91a86,chemicals,163,CH-0003,Boiler Water Treatment Chemical,ltr,RECEIVE,24.00,24.00,ltr,26.00,24-Jan-2026 14:58,UTC,2026-01-24 14:58:00,Shanghai,PO-2025-106,1,Top-up supply received
4087,7440571a-841a-11ed-aa7c-7003bca91a86,chemicals,162,CH-0002,Lube Oil Treatment Chemical,ltr,CONSUME,-26.30,-26.30,ltr,4809.00,24-Jan-2026 12:34,UTC,2026-01-24 12:34:00,,,056a433e-b880-43c6-9d59-b1cfe71a4014,Chemical consumption - Lube Oil Treatment Chemical
3921,7440571a-841a-11ed-aa7c-7003bca91a86,lubes,151,LU-0001,Main Engine Cylinder Oil,ltr,CONSUME,-72.90,-72.90,ltr,0.00,24-Jan-2026 07:26,UTC,2026-01-24 07:26:00,,,228b5256-5bd2-4bf3-826f-c6fe76571449,Daily cylinder oil consumption - 72.9 ltr
1123,7440571a-841a-11ed-aa7c-7003bca91a86,chemicals,167,CH-0007,Degreasing Chemical,ltr,RECEIVE,13.00,13.00,ltr,24.00,23-Jan-2026 14:31,UTC,2026-01-23 14:31:00,Durban,PO-2025-101,1,Top-up supply received
1479,7440571a-841a-11ed-aa7c-7003bca91a86,lubes,151,LU-0001,Main Engine Cylinder Oil,ltr,CONSUME,-6.00,-6.00,ltr,23.00,23-Jan-2026 14:31,UTC,2026-01-23 14:31:00,,WO-2025-005,1,Scheduled overhaul requirement
1122,7440571a-841a-11ed-aa7c-7003bca91a86,others,176,OT-0006,"Exhausts, boilers, pipelines",ltr,RECEIVE,11.00,11.00,ltr,62.00,23-Jan-2026 13:45,UTC,2026-01-23 13:45:00,Shanghai,PO-2025-103,1,Emergency supply received
1121,7440571a-841a-11ed-aa7c-7003bca91a86,stores,146,IT-0006,Safety Goggles (Clear),pcs,RECEIVE,10.00,10.00,pcs,13.00,23-Jan-2026 13:36,UTC,2026-01-23 13:36:00,Colombo,PO-2025-107,1,Emergency supply received
1120,7440571a-841a-11ed-aa7c-7003bca91a86,others,176,OT-0006,"Exhausts, boilers, pipelines",ltr,CONSUME,-4.00,-4.00,ltr,51.00,23-Jan-2026 11:00,UTC,2026-01-23 11:00:00,,WO-2025-003,1,Engine room maintenance
1119,7440571a-841a-11ed-aa7c-7003bca91a86,stores,150,IT-0010,Emery Paper / Abrasive Sheet,pcs,RECEIVE,16.00,16.00,pcs,20.00,23-Jan-2026 10:26,UTC,2026-01-23 10:26:00,Las Palmas,PO-2025-106,1,Requisition fulfilled
1118,7440571a-841a-11ed-aa7c-7003bca91a86,others,178,OT-0008,"Pipes, tanks, machinery",ltr,RECEIVE,13.00,13.00,ltr,61.00,23-Jan-2026 09:50,UTC,2026-01-23 09:50:00,Durban,PO-2025-107,1,Port supply delivery
1478,7440571a-841a-11ed-aa7c-7003bca91a86,lubes,156,LU-0006,Gear Oil,ltr,CONSUME,-7.00,-7.00,ltr,37.00,23-Jan-2026 08:53,UTC,2026-01-23 08:53:00,,WO-2025-002,1,Engine room maintenance
3920,7440571a-841a-11ed-aa7c-7003bca91a86,lubes,151,LU-0001,Main Engine Cylinder Oil,ltr,CONSUME,-110.10,-110.10,ltr,0.00,23-Jan-2026 07:06,UTC,2026-01-23 07:06:00,,,228b5256-5bd2-4bf3-826f-c6fe76571449,Daily cylinder oil consumption - 110.1 ltr
1117,7440571a-841a-11ed-aa7c-7003bca91a86,chemicals,166,CH-0006,Tank Cleaning Chemical (Alkaline),ltr,CONSUME,-8.00,-8.00,ltr,17.00,22-Jan-2026 20:35,UTC,2026-01-22 20:35:00,,WO-2025-003,1,Scheduled overhaul requirement
4129,7440571a-841a-11ed-aa7c-7003bca91a86,chemicals,166,CH-0006,Tank Cleaning Chemical (Alkaline),ltr,RECEIVE,898.40,898.40,ltr,6254.90,22-Jan-2026 17:48,UTC,2026-01-22 17:48:00,Singapore,PO-2026-6448,228b5256-5bd2-4bf3-826f-c6fe76571449,Received at Singapore
4130,7440571a-841a-11ed-aa7c-7003bca91a86,lubes,158,LU-0008,Compressor Oil,ltr,RECEIVE,1761.90,1761.90,ltr,6761.90,22-Jan-2026 17:48,UTC,2026-01-22 17:48:00,Singapore,PO-2026-6448,228b5256-5bd2-4bf3-826f-c6fe76571449,Received at Singapore
