id,vessel_id,component_id,component_code,component_name,previous_rh,new_rh,cumulative_rh,date_updated_local,date_updated_tz,entered_at_utc,user_id,source,notes,meter_replaced,old_meter_final,new_meter_start,version,is_renewal_reset,renewal_action_type,renewal_reason,renewal_reference,renewal_evidence_urls
17105,7440571a-841a-11ed-aa7c-7003bca91a86,COMP-1768374768511-709kv1bk1,702.005.02,FO Separators No.02,14675.08,14688.45,14688.45,11-Feb-2026 12:00,UTC,2026-02-11 12:33:00,6084f3b8-85dc-462a-b045-111d2b2e6d0e,bulk,Adverse weather conditions,f,,,1,f,,,,
9433,7440571a-841a-11ed-aa7c-7003bca91a86,COMP-1768374767859-rfmxd163z,651.053,AE1 Turbochargers,10666.47,10678.41,10678.41,11-Feb-2026 12:00,UTC,2026-02-11 12:33:00,056a433e-b880-43c6-9d59-b1cfe71a4014,bulk,Routine operation,f,,,1,f,,,,
6145,7440571a-841a-11ed-aa7c-7003bca91a86,COMP-1768374767879-whkjy1n4i,653.001,"Aux. Diesel Generator Aggregates, Complete No.03",12830.05,12843.83,12843.83,11-Feb-2026 12:00,UTC,2026-02-11 12:32:00,6084f3b8-85dc-462a-b045-111d2b2e6d0e,bulk,Normal operation,f,,,1,f,,,,
13817,7440571a-841a-11ed-aa7c-7003bca91a86,COMP-1768374767962-b363j8iop,554.003.01,Compressors W/Drive Unit No.01,23469.17,23477.09,23477.09,11-Feb-2026 12:00,UTC,2026-02-11 12:32:00,056a433e-b880-43c6-9d59-b1cfe71a4014,bulk,All parameters normal,f,,,1,f,,,,
5049,7440571a-841a-11ed-aa7c-7003bca91a86,COMP-1768374767863-71ynjfqzw,652.001,"Aux. Diesel Generator Aggregates, Complete No.02",12706.45,12717.02,12717.02,11-Feb-2026 12:00,UTC,2026-02-11 12:25:00,977621de-77d7-4892-ae27-adaebcc27d0b,bulk,Normal operation,f,,,1,f,,,,
3953,7440571a-841a-11ed-aa7c-7003bca91a86,COMP-1768374767848-yixi06ueq,651.001,"Aux. Diesel Generator Aggregates, Complete No.01",12742.11,12752.77,12752.77,11-Feb-2026 12:00,UTC,2026-02-11 12:23:00,056a433e-b880-43c6-9d59-b1cfe71a4014,bulk,,f,,,1,f,,,,
19297,7440571a-841a-11ed-aa7c-7003bca91a86,COMP-1768374768525-zyps62yum,712.011.02,LO Separators No.02,12572.42,12583.84,12583.84,11-Feb-2026 12:00,UTC,2026-02-11 12:23:00,228b5256-5bd2-4bf3-826f-c6fe76571449,bulk,Normal operation,f,,,1,f,,,,
7241,7440571a-841a-11ed-aa7c-7003bca91a86,COMP-1768374767903-diu642k7j,665.003,Emergency Generator Drive Units,432.81,433.18,433.18,11-Feb-2026 12:00,UTC,2026-02-11 12:22:00,228b5256-5bd2-4bf3-826f-c6fe76571449,bulk,Routine operation,f,,,1,f,,,,
22585,7440571a-841a-11ed-aa7c-7003bca91a86,COMP-1768374767809-mr8172nux,411.002,X-Band Radar,22605.23,22626.88,22626.88,11-Feb-2026 12:00,UTC,2026-02-11 12:12:00,6084f3b8-85dc-462a-b045-111d2b2e6d0e,bulk,,f,,,1,f,,,,
12721,7440571a-841a-11ed-aa7c-7003bca91a86,COMP-1768374767845-490ayszf9,601.064,ME Turning Gear,403.79,403.95,403.95,11-Feb-2026 12:00,UTC,2026-02-11 12:11:00,228b5256-5bd2-4bf3-826f-c6fe76571449,bulk,Normal operation,f,,,1,f,,,,
8337,7440571a-841a-11ed-aa7c-7003bca91a86,COMP-1768374767834-dbncpiany,601.053,ME Turbochargers,17234.30,17250.90,17250.90,11-Feb-2026 12:00,UTC,2026-02-11 12:07:00,977621de-77d7-4892-ae27-adaebcc27d0b,bulk,,f,,,1,f,,,,
16009,7440571a-841a-11ed-aa7c-7003bca91a86,COMP-1768374768508-68ro7cn9f,702.005.01,FO Separators No.01,14656.77,14671.10,14671.10,11-Feb-2026 12:00,UTC,2026-02-11 12:07:00,056a433e-b880-43c6-9d59-b1cfe71a4014,bulk,Normal operation,f,,,1,f,,,,
10529,7440571a-841a-11ed-aa7c-7003bca91a86,COMP-1768374767875-8i4qk5eoo,652.053,AE2 Turbochargers,10734.67,10744.02,10744.02,11-Feb-2026 12:00,UTC,2026-02-11 12:06:00,977621de-77d7-4892-ae27-adaebcc27d0b,bulk,Normal operation,f,,,1,f,,,,
14913,7440571a-841a-11ed-aa7c-7003bca91a86,COMP-1768374767967-jb4k6wuji,554.003.02,Compressors W/Drive Unit No.02,8410.45,8419.37,8419.37,11-Feb-2026 12:00,UTC,2026-02-11 12:01:00,977621de-77d7-4892-ae27-adaebcc27d0b,bulk,Normal operation,f,,,1,f,,,,
13816,7440571a-841a-11ed-aa7c-7003bca91a86,COMP-1768374767962-b363j8iop,554.003.01,Compressors W/Drive Unit No.01,23460.79,23469.17,23469.17,10-Feb-2026 12:00,UTC,2026-02-10 12:58:00,977621de-77d7-4892-ae27-adaebcc27d0b,bulk,Normal operation,f,,,1,f,,,,
8336,7440571a-841a-11ed-aa7c-7003bca91a86,COMP-1768374767834-dbncpiany,601.053,ME Turbochargers,17217.52,17234.30,17234.30,10-Feb-2026 12:00,UTC,2026-02-10 12:57:00,228b5256-5bd2-4bf3-826f-c6fe76571449,bulk,Normal operation,f,,,1,f,,,,
6144,7440571a-841a-11ed-aa7c-7003bca91a86,COMP-1768374767879-whkjy1n4i,653.001,"Aux. Diesel Generator Aggregates, Complete No.03",12819.43,12830.05,12830.05,10-Feb-2026 12:00,UTC,2026-02-10 12:56:00,977621de-77d7-4892-ae27-adaebcc27d0b,bulk,Routine operation,f,,,1,f,,,,
5048,7440571a-841a-11ed-aa7c-7003bca91a86,COMP-1768374767863-71ynjfqzw,652.001,"Aux. Diesel Generator Aggregates, Complete No.02",12696.30,12706.45,12706.45,10-Feb-2026 12:00,UTC,2026-02-10 12:56:00,480b40d0-04bd-4590-a936-2f879b867977,bulk,,f,,,1,f,,,,
2856,7440571a-841a-11ed-aa7c-7003bca91a86,COMP-1768374767818-ckg4kqu6q,601.001,"Main Diesel Engine, Compl.",24382.12,24399.01,24399.01,10-Feb-2026 12:00,UTC,2026-02-10 12:48:00,056a433e-b880-43c6-9d59-b1cfe71a4014,bulk,Normal operation,f,,,1,f,,,,
17104,7440571a-841a-11ed-aa7c-7003bca91a86,COMP-1768374768511-709kv1bk1,702.005.02,FO Separators No.02,14661.59,14675.08,14675.08,10-Feb-2026 12:00,UTC,2026-02-10 12:45:00,480b40d0-04bd-4590-a936-2f879b867977,bulk,Smooth running,f,,,1,f,,,,
19296,7440571a-841a-11ed-aa7c-7003bca91a86,COMP-1768374768525-zyps62yum,712.011.02,LO Separators No.02,12560.39,12572.42,12572.42,10-Feb-2026 12:00,UTC,2026-02-10 12:43:00,480b40d0-04bd-4590-a936-2f879b867977,bulk,,f,,,1,f,,,,
12720,7440571a-841a-11ed-aa7c-7003bca91a86,COMP-1768374767845-490ayszf9,601.064,ME Turning Gear,403.59,403.79,403.79,10-Feb-2026 12:00,UTC,2026-02-10 12:43:00,977621de-77d7-4892-ae27-adaebcc27d0b,bulk,,f,,,1,f,,,,
9432,7440571a-841a-11ed-aa7c-7003bca91a86,COMP-1768374767859-rfmxd163z,651.053,AE1 Turbochargers,10656.80,10666.47,10666.47,10-Feb-2026 12:00,UTC,2026-02-10 12:40:00,056a433e-b880-43c6-9d59-b1cfe71a4014,bulk,,f,,,1,f,,,,
16008,7440571a-841a-11ed-aa7c-7003bca91a86,COMP-1768374768508-68ro7cn9f,702.005.01,FO Separators No.01,14643.45,14656.77,14656.77,10-Feb-2026 12:00,UTC,2026-02-10 12:40:00,056a433e-b880-43c6-9d59-b1cfe71a4014,bulk,Normal operation,f,,,1,f,,,,
10528,7440571a-841a-11ed-aa7c-7003bca91a86,COMP-1768374767875-8i4qk5eoo,652.053,AE2 Turbochargers,10726.46,10734.67,10734.67,10-Feb-2026 12:00,UTC,2026-02-10 12:32:00,977621de-77d7-4892-ae27-adaebcc27d0b,bulk,All parameters normal,f,,,1,f,,,,
3952,7440571a-841a-11ed-aa7c-7003bca91a86,COMP-1768374767848-yixi06ueq,651.001,"Aux. Diesel Generator Aggregates, Complete No.01",12729.27,12742.11,12742.11,10-Feb-2026 12:00,UTC,2026-02-10 12:30:00,480b40d0-04bd-4590-a936-2f879b867977,bulk,Normal operation,f,,,1,f,,,,
7240,7440571a-841a-11ed-aa7c-7003bca91a86,COMP-1768374767903-diu642k7j,665.003,Emergency Generator Drive Units,432.42,432.81,432.81,10-Feb-2026 12:00,UTC,2026-02-10 12:29:00,6084f3b8-85dc-462a-b045-111d2b2e6d0e,bulk,Normal operation,f,,,1,f,,,,
20392,7440571a-841a-11ed-aa7c-7003bca91a86,COMP-1768374767815-k5anrfi02,554.001,Provision Cooling Compressor Aggregates,19629.51,19648.77,19648.77,10-Feb-2026 12:00,UTC,2026-02-10 12:29:00,977621de-77d7-4892-ae27-adaebcc27d0b,bulk,Normal operation,f,,,1,f,,,,
18200,7440571a-841a-11ed-aa7c-7003bca91a86,COMP-1768374768521-2x58uv1ld,712.011.01,LO Separators No.01,12510.88,12523.18,12523.18,10-Feb-2026 12:00,UTC,2026-02-10 12:27:00,977621de-77d7-4892-ae27-adaebcc27d0b,bulk,Routine operation,f,,,1,f,,,,
14912,7440571a-841a-11ed-aa7c-7003bca91a86,COMP-1768374767967-jb4k6wuji,554.003.02,Compressors W/Drive Unit No.02,8401.87,8410.45,8410.45,10-Feb-2026 12:00,UTC,2026-02-10 12:13:00,056a433e-b880-43c6-9d59-b1cfe71a4014,bulk,,f,,,1,f,,,,
21488,7440571a-841a-11ed-aa7c-7003bca91a86,COMP-1768374767805-z4lpo0038,411.001,S-Band Radar,22562.63,22584.33,22584.33,10-Feb-2026 12:00,UTC,2026-02-10 12:08:00,228b5256-5bd2-4bf3-826f-c6fe76571449,bulk,Smooth running,f,,,1,f,,,,
11624,7440571a-841a-11ed-aa7c-7003bca91a86,COMP-1768374767895-uwp1jvxsi,653.053,AE3 Turbochargers,10659.82,10668.92,10668.92,10-Feb-2026 12:00,UTC,2026-02-10 12:07:00,228b5256-5bd2-4bf3-826f-c6fe76571449,bulk,Normal operation,f,,,1,f,,,,
22584,7440571a-841a-11ed-aa7c-7003bca91a86,COMP-1768374767809-mr8172nux,411.002,X-Band Radar,22583.76,22605.23,22605.23,10-Feb-2026 12:00,UTC,2026-02-10 12:02:00,977621de-77d7-4892-ae27-adaebcc27d0b,bulk,,f,,,1,f,,,,
9431,7440571a-841a-11ed-aa7c-7003bca91a86,COMP-1768374767859-rfmxd163z,651.053,AE1 Turbochargers,10647.26,10656.80,10656.80,09-Feb-2026 12:00,UTC,2026-02-09 12:59:00,480b40d0-04bd-4590-a936-2f879b867977,bulk,,f,,,1,f,,,,
18199,7440571a-841a-11ed-aa7c-7003bca91a86,COMP-1768374768521-2x58uv1ld,712.011.01,LO Separators No.01,12498.31,12510.88,12510.88,09-Feb-2026 12:00,UTC,2026-02-09 12:58:00,228b5256-5bd2-4bf3-826f-c6fe76571449,bulk,Normal operation,f,,,1,f,,,,
7239,7440571a-841a-11ed-aa7c-7003bca91a86,COMP-1768374767903-diu642k7j,665.003,Emergency Generator Drive Units,432.07,432.42,432.42,09-Feb-2026 12:00,UTC,2026-02-09 12:55:00,480b40d0-04bd-4590-a936-2f879b867977,bulk,,f,,,1,f,,,,
8335,7440571a-841a-11ed-aa7c-7003bca91a86,COMP-1768374767834-dbncpiany,601.053,ME Turbochargers,17201.81,17217.52,17217.52,09-Feb-2026 12:00,UTC,2026-02-09 12:55:00,6084f3b8-85dc-462a-b045-111d2b2e6d0e,bulk,Normal operation,f,,,1,f,,,,
13815,7440571a-841a-11ed-aa7c-7003bca91a86,COMP-1768374767962-b363j8iop,554.003.01,Compressors W/Drive Unit No.01,23453.00,23460.79,23460.79,09-Feb-2026 12:00,UTC,2026-02-09 12:50:00,977621de-77d7-4892-ae27-adaebcc27d0b,bulk,Routine operation,f,,,1,f,,,,
3951,7440571a-841a-11ed-aa7c-7003bca91a86,COMP-1768374767848-yixi06ueq,651.001,"Aux. Diesel Generator Aggregates, Complete No.01",12717.23,12729.27,12729.27,09-Feb-2026 12:00,UTC,2026-02-09 12:46:00,056a433e-b880-43c6-9d59-b1cfe71a4014,bulk,Normal operation,f,,,1,f,,,,
17103,7440571a-841a-11ed-aa7c-7003bca91a86,COMP-1768374768511-709kv1bk1,702.005.02,FO Separators No.02,14648.00,14661.59,14661.59,09-Feb-2026 12:00,UTC,2026-02-09 12:40:00,228b5256-5bd2-4bf3-826f-c6fe76571449,bulk,Normal operation,f,,,1,f,,,,
12719,7440571a-841a-11ed-aa7c-7003bca91a86,COMP-1768374767845-490ayszf9,601.064,ME Turning Gear,403.49,403.59,403.59,09-Feb-2026 12:00,UTC,2026-02-09 12:39:00,6084f3b8-85dc-462a-b045-111d2b2e6d0e,bulk,Normal operation,f,,,1,f,,,,
20391,7440571a-841a-11ed-aa7c-7003bca91a86,COMP-1768374767815-k5anrfi02,554.001,Provision Cooling Compressor Aggregates,19613.12,19629.51,19629.51,09-Feb-2026 12:00,UTC,2026-02-09 12:35:00,056a433e-b880-43c6-9d59-b1cfe71a4014,bulk,,f,,,1,f,,,,
21487,7440571a-841a-11ed-aa7c-7003bca91a86,COMP-1768374767805-z4lpo0038,411.001,S-Band Radar,22541.12,22562.63,22562.63,09-Feb-2026 12:00,UTC,2026-02-09 12:35:00,056a433e-b880-43c6-9d59-b1cfe71a4014,bulk,Normal operation,f,,,1,f,,,,
2855,7440571a-841a-11ed-aa7c-7003bca91a86,COMP-1768374767818-ckg4kqu6q,601.001,"Main Diesel Engine, Compl.",24364.79,24382.12,24382.12,09-Feb-2026 12:00,UTC,2026-02-09 12:30:00,228b5256-5bd2-4bf3-826f-c6fe76571449,bulk,Normal operation,f,,,1,f,,,,
10527,7440571a-841a-11ed-aa7c-7003bca91a86,COMP-1768374767875-8i4qk5eoo,652.053,AE2 Turbochargers,10715.48,10726.46,10726.46,09-Feb-2026 12:00,UTC,2026-02-09 12:27:00,056a433e-b880-43c6-9d59-b1cfe71a4014,bulk,Adverse weather conditions,f,,,1,f,,,,
19295,7440571a-841a-11ed-aa7c-7003bca91a86,COMP-1768374768525-zyps62yum,712.011.02,LO Separators No.02,12548.85,12560.39,12560.39,09-Feb-2026 12:00,UTC,2026-02-09 12:27:00,228b5256-5bd2-4bf3-826f-c6fe76571449,bulk,Normal operation,f,,,1,f,,,,
14911,7440571a-841a-11ed-aa7c-7003bca91a86,COMP-1768374767967-jb4k6wuji,554.003.02,Compressors W/Drive Unit No.02,8394.03,8401.87,8401.87,09-Feb-2026 12:00,UTC,2026-02-09 12:24:00,6084f3b8-85dc-462a-b045-111d2b2e6d0e,bulk,,f,,,1,f,,,,
11623,7440571a-841a-11ed-aa7c-7003bca91a86,COMP-1768374767895-uwp1jvxsi,653.053,AE3 Turbochargers,10648.61,10659.82,10659.82,09-Feb-2026 12:00,UTC,2026-02-09 12:21:00,056a433e-b880-43c6-9d59-b1cfe71a4014,bulk,Adverse weather conditions,f,,,1,f,,,,
22583,7440571a-841a-11ed-aa7c-7003bca91a86,COMP-1768374767809-mr8172nux,411.002,X-Band Radar,22561.71,22583.76,22583.76,09-Feb-2026 12:00,UTC,2026-02-09 12:18:00,977621de-77d7-4892-ae27-adaebcc27d0b,bulk,Smooth running,f,,,1,f,,,,
6143,7440571a-841a-11ed-aa7c-7003bca91a86,COMP-1768374767879-whkjy1n4i,653.001,"Aux. Diesel Generator Aggregates, Complete No.03",12809.17,12819.43,12819.43,09-Feb-2026 12:00,UTC,2026-02-09 12:13:00,056a433e-b880-43c6-9d59-b1cfe71a4014,bulk,,f,,,1,f,,,,
5047,7440571a-841a-11ed-aa7c-7003bca91a86,COMP-1768374767863-71ynjfqzw,652.001,"Aux. Diesel Generator Aggregates, Complete No.02",12682.42,12696.30,12696.30,09-Feb-2026 12:00,UTC,2026-02-09 12:05:00,977621de-77d7-4892-ae27-adaebcc27d0b,bulk,All parameters normal,f,,,1,f,,,,
16007,7440571a-841a-11ed-aa7c-7003bca91a86,COMP-1768374768508-68ro7cn9f,702.005.01,FO Separators No.01,14628.80,14643.45,14643.45,09-Feb-2026 12:00,UTC,2026-02-09 12:04:00,480b40d0-04bd-4590-a936-2f879b867977,bulk,,f,,,1,f,,,,
7238,7440571a-841a-11ed-aa7c-7003bca91a86,COMP-1768374767903-diu642k7j,665.003,Emergency Generator Drive Units,431.80,432.07,432.07,08-Feb-2026 12:00,UTC,2026-02-08 12:58:00,056a433e-b880-43c6-9d59-b1cfe71a4014,bulk,Normal operation,f,,,1,f,,,,
14910,7440571a-841a-11ed-aa7c-7003bca91a86,COMP-1768374767967-jb4k6wuji,554.003.02,Compressors W/Drive Unit No.02,8386.71,8394.03,8394.03,08-Feb-2026 12:00,UTC,2026-02-08 12:58:00,6084f3b8-85dc-462a-b045-111d2b2e6d0e,bulk,Normal operation,f,,,1,f,,,,
19294,7440571a-841a-11ed-aa7c-7003bca91a86,COMP-1768374768525-zyps62yum,712.011.02,LO Separators No.02,12537.40,12548.85,12548.85,08-Feb-2026 12:00,UTC,2026-02-08 12:57:00,228b5256-5bd2-4bf3-826f-c6fe76571449,bulk,Smooth running,f,,,1,f,,,,
18198,7440571a-841a-11ed-aa7c-7003bca91a86,COMP-1768374768521-2x58uv1ld,712.011.01,LO Separators No.01,12485.69,12498.31,12498.31,08-Feb-2026 12:00,UTC,2026-02-08 12:57:00,977621de-77d7-4892-ae27-adaebcc27d0b,bulk,Normal operation,f,,,1,f,,,,
3950,7440571a-841a-11ed-aa7c-7003bca91a86,COMP-1768374767848-yixi06ueq,651.001,"Aux. Diesel Generator Aggregates, Complete No.01",12707.11,12717.23,12717.23,08-Feb-2026 12:00,UTC,2026-02-08 12:56:00,977621de-77d7-4892-ae27-adaebcc27d0b,bulk,,f,,,1,f,,,,
13814,7440571a-841a-11ed-aa7c-7003bca91a86,COMP-1768374767962-b363j8iop,554.003.01,Compressors W/Drive Unit No.01,23444.10,23453.00,23453.00,08-Feb-2026 12:00,UTC,2026-02-08 12:53:00,6084f3b8-85dc-462a-b045-111d2b2e6d0e,bulk,Normal operation,f,,,1,f,,,,
16006,7440571a-841a-11ed-aa7c-7003bca91a86,COMP-1768374768508-68ro7cn9f,702.005.01,FO Separators No.01,14614.41,14628.80,14628.80,08-Feb-2026 12:00,UTC,2026-02-08 12:52:00,6084f3b8-85dc-462a-b045-111d2b2e6d0e,bulk,Normal operation,f,,,1,f,,,,
6142,7440571a-841a-11ed-aa7c-7003bca91a86,COMP-1768374767879-whkjy1n4i,653.001,"Aux. Diesel Generator Aggregates, Complete No.03",12797.36,12809.17,12809.17,08-Feb-2026 12:00,UTC,2026-02-08 12:49:00,480b40d0-04bd-4590-a936-2f879b867977,bulk,Normal operation,f,,,1,f,,,,
21486,7440571a-841a-11ed-aa7c-7003bca91a86,COMP-1768374767805-z4lpo0038,411.001,S-Band Radar,22518.22,22541.12,22541.12,08-Feb-2026 12:00,UTC,2026-02-08 12:36:00,977621de-77d7-4892-ae27-adaebcc27d0b,bulk,,f,,,1,f,,,,
5046,7440571a-841a-11ed-aa7c-7003bca91a86,COMP-1768374767863-71ynjfqzw,652.001,"Aux. Diesel Generator Aggregates, Complete No.02",12670.13,12682.42,12682.42,08-Feb-2026 12:00,UTC,2026-02-08 12:22:00,056a433e-b880-43c6-9d59-b1cfe71a4014,bulk,,f,,,1,f,,,,
9430,7440571a-841a-11ed-aa7c-7003bca91a86,COMP-1768374767859-rfmxd163z,651.053,AE1 Turbochargers,10636.87,10647.26,10647.26,08-Feb-2026 12:00,UTC,2026-02-08 12:20:00,977621de-77d7-4892-ae27-adaebcc27d0b,bulk,Normal operation,f,,,1,f,,,,
2854,7440571a-841a-11ed-aa7c-7003bca91a86,COMP-1768374767818-ckg4kqu6q,601.001,"Main Diesel Engine, Compl.",24345.42,24364.79,24364.79,08-Feb-2026 12:00,UTC,2026-02-08 12:16:00,056a433e-b880-43c6-9d59-b1cfe71a4014,bulk,,f,,,1,f,,,,
