id,timestamp_utc,vessel_id,spare_id,part_code,part_name,component_id,component_code,component_name,component_spare_code,event_type,qty_change,rob_after,user_id,remarks,reference,date_local,tz,place
2724,2026-02-13 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,4994,MV0001-05538,Parallel Key,COMP-1768374767967-jb4k6wuji,554.003.02,Compressors W/Drive Unit No.02,SP-554.003.01-538,CONSUME,-1,1,3rd Engineer,Consumed during maintenance - UWO-651.020.05-2026-612,UWO-651.020.05-2026-612,13-Feb-2026,UTC,
481,2026-02-13 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,4749,MV0001-05293,Terminal Link,COMP-1768374767899-slkigc1i8,665.001,"Emergency Generator Aggregates, Complete",SP-665.001-293,CONSUME,-1,4,977621de-77d7-4892-ae27-adaebcc27d0b,Consumed for WO UWO-651.020.05-2026-612,UWO-651.020.05-2026-612,13-Feb-2026 00:00,UTC,
3000,2026-02-12 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,5548,MV0001-06092,Seal Cage,COMP-1768374767795-1qyq8qvkb,721.001.02,Main Sw Cooling Pumps No.02,SP-721.001.01-1092,CONSUME,-1,2,3rd Engineer,Consumed during maintenance - WO-651.001-2026-049,WO-651.001-2026-049,12-Feb-2026,UTC,
2999,2026-02-12 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,5150,MV0001-05694,Hexagon Slotted And Castle Nut,COMP-1768374768462-uelez69lg,653.004.06,AE3 Pistons And Connecting Rod No.06,SP-651.004.01-694,CONSUME,-2,3,3rd Engineer,Consumed during maintenance - WO-651.001-2026-049,WO-651.001-2026-049,12-Feb-2026,UTC,
480,2026-02-12 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,4617,MV0001-05161,Magnet Valve,COMP-1768374767815-k5anrfi02,554.001,Provision Cooling Compressor Aggregates,SP-554.001-161,CONSUME,-2,1,056a433e-b880-43c6-9d59-b1cfe71a4014,Consumed for WO WO-554.001-2026-024,WO-554.001-2026-024,12-Feb-2026 00:00,UTC,
479,2026-02-12 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,4616,MV0001-05160,Stop Valve,COMP-1768374767815-k5anrfi02,554.001,Provision Cooling Compressor Aggregates,SP-554.001-160,CONSUME,-2,0,6084f3b8-85dc-462a-b045-111d2b2e6d0e,Consumed for WO WO-554.001-2026-024,WO-554.001-2026-024,12-Feb-2026 00:00,UTC,
478,2026-02-12 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,4615,MV0001-05159,Belt Heater,COMP-1768374767815-k5anrfi02,554.001,Provision Cooling Compressor Aggregates,SP-554.001-159,CONSUME,-2,0,228b5256-5bd2-4bf3-826f-c6fe76571449,Consumed for WO WO-554.001-2026-024,WO-554.001-2026-024,12-Feb-2026 00:00,UTC,
477,2026-02-12 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,4658,MV0001-05202,Thrust Bearing Complete,COMP-1768374767834-dbncpiany,601.053,ME Turbochargers,SP-601.053-202,CONSUME,-2,0,6084f3b8-85dc-462a-b045-111d2b2e6d0e,Consumed for WO WO-601.053-2026-454,WO-601.053-2026-454,12-Feb-2026 00:00,UTC,
476,2026-02-12 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,4677,MV0001-05221,Gasket,COMP-1768374767834-dbncpiany,601.053,ME Turbochargers,SP-601.053-221,CONSUME,-2,0,977621de-77d7-4892-ae27-adaebcc27d0b,Consumed for WO WO-601.053-2026-454,WO-601.053-2026-454,12-Feb-2026 00:00,UTC,
475,2026-02-12 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,4676,MV0001-05220,Bolt,COMP-1768374767834-dbncpiany,601.053,ME Turbochargers,SP-601.053-220,CONSUME,-1,0,977621de-77d7-4892-ae27-adaebcc27d0b,Consumed for WO WO-601.053-2026-454,WO-601.053-2026-454,12-Feb-2026 00:00,UTC,
2461,2026-02-11 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,5251,MV0001-05795,O-Ring,COMP-1768374768525-zyps62yum,712.011.02,LO Separators No.02,SP-702.005.01-795,CONSUME,-2,3,2nd Engineer,Consumed during maintenance - UWO-601.026.03-2026-532,UWO-601.026.03-2026-532,11-Feb-2026,UTC,
2460,2026-02-11 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,5307,MV0001-05851,Operating Water Chamber,COMP-1768374768525-zyps62yum,712.011.02,LO Separators No.02,SP-702.005.01-851,CONSUME,-2,3,2nd Engineer,Consumed during maintenance - UWO-601.026.03-2026-532,UWO-601.026.03-2026-532,11-Feb-2026,UTC,
474,2026-02-11 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,4937,MV0001-05481,O-Ring,COMP-1768374767805-z4lpo0038,411.001,S-Band Radar,SP-411.001-481,CONSUME,-2,6,6084f3b8-85dc-462a-b045-111d2b2e6d0e,Consumed for WO WO-411.001-2026-017,WO-411.001-2026-017,11-Feb-2026 00:00,UTC,
473,2026-02-11 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,4930,MV0001-05474,Anode Rods,COMP-1768374767914-980b44ij3,278.010.02,Impressed Current Systems No.02,SP-278.010.01-474,CONSUME,-2,8,228b5256-5bd2-4bf3-826f-c6fe76571449,Consumed for WO UWO-601.026.03-2026-532,UWO-601.026.03-2026-532,11-Feb-2026 00:00,UTC,
472,2026-02-11 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,4681,MV0001-05225,Locking Wire,COMP-1768374767834-dbncpiany,601.053,ME Turbochargers,SP-601.053-225,CONSUME,-1,4,056a433e-b880-43c6-9d59-b1cfe71a4014,Consumed for WO WO-702.005.01-2026-109,WO-702.005.01-2026-109,11-Feb-2026 00:00,UTC,
2826,2026-02-10 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,5159,MV0001-05703,"Rubber Ring, Upper",COMP-1768374768505-jktu58f2h,653.020.07,AE3 Crankcase Doors W/Safety Valve No.07,SP-651.020.01-703,CONSUME,-2,2,2nd Engineer,Consumed during maintenance - UWO-653.020.07-2026-579,UWO-653.020.07-2026-579,10-Feb-2026,UTC,
2825,2026-02-10 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,5164,MV0001-05708,Anti-Polishing Ring,COMP-1768374768505-jktu58f2h,653.020.07,AE3 Crankcase Doors W/Safety Valve No.07,SP-651.020.01-708,CONSUME,-1,2,2nd Engineer,Consumed during maintenance - UWO-653.020.07-2026-579,UWO-653.020.07-2026-579,10-Feb-2026,UTC,
2824,2026-02-10 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,5162,MV0001-05706,"Gasket, Cylinder Head",COMP-1768374768505-jktu58f2h,653.020.07,AE3 Crankcase Doors W/Safety Valve No.07,SP-651.020.01-706,CONSUME,-2,3,2nd Engineer,Consumed during maintenance - UWO-653.020.07-2026-579,UWO-653.020.07-2026-579,10-Feb-2026,UTC,
2682,2026-02-10 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,5182,MV0001-05726,Sight Glass,COMP-1768374768525-zyps62yum,712.011.02,LO Separators No.02,SP-702.005.01-726,CONSUME,-2,0,2nd Officer,Consumed during maintenance - UWO-285.001.07-2026-662,UWO-285.001.07-2026-662,10-Feb-2026,UTC,
2681,2026-02-10 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,4492,MV0001-05036,O-Ring,COMP-1768374767799-zs6hrf8cm,401.005,Rudders W/Nozzle,SP-401.005-036,CONSUME,-1,4,2nd Officer,Consumed during maintenance - UWO-285.001.07-2026-662,UWO-285.001.07-2026-662,10-Feb-2026,UTC,
471,2026-02-09 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,4558,MV0001-05102,Cyl. Head Screw,COMP-1768374767802-sjje0yq3o,403.001,"Steering Gears, Complete",SP-403.001-102,CONSUME,-2,3,056a433e-b880-43c6-9d59-b1cfe71a4014,Consumed for WO WO-554.005.01-2026-026,WO-554.005.01-2026-026,09-Feb-2026 00:00,UTC,
470,2026-02-09 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,4638,MV0001-05182,Fuse,COMP-1768374767815-k5anrfi02,554.001,Provision Cooling Compressor Aggregates,SP-554.001-182,CONSUME,-1,2,977621de-77d7-4892-ae27-adaebcc27d0b,Consumed for WO WO-652.001-2026-069,WO-652.001-2026-069,09-Feb-2026 00:00,UTC,
2530,2026-02-08 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,5165,MV0001-05709,"Gasket, Cylinder Head",COMP-1768374767888-kl7yblrz6,653.046,AE3 Lo Filters,SP-651.046-709,CONSUME,-1,4,3rd Engineer,Consumed during maintenance - WO-702.005.02-2026-118,WO-702.005.02-2026-118,08-Feb-2026,UTC,
2529,2026-02-08 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,5051,MV0001-05595,Stud Bolt And Nut,COMP-1768374767994-apqr6kc7v,601.002.06,ME Cylinder Covers W/Valves No.06,SP-601.002.01-595,CONSUME,-1,4,3rd Engineer,Consumed during maintenance - WO-702.005.02-2026-118,WO-702.005.02-2026-118,08-Feb-2026,UTC,
2528,2026-02-08 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,4582,MV0001-05126,Main Piston,COMP-1768374767802-sjje0yq3o,403.001,"Steering Gears, Complete",SP-403.001-126,CONSUME,-1,4,3rd Engineer,Consumed during maintenance - WO-702.005.02-2026-118,WO-702.005.02-2026-118,08-Feb-2026,UTC,
2178,2026-02-08 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,5470,MV0001-06014,Key For Coupling,COMP-1768374768533-xnq4n84q4,712.013.02,LO Separator Booster Pumps No.02,SP-712.013.01-1014,CONSUME,-2,3,3rd Engineer,Consumed during maintenance - WO-652.002.04-2026-074,WO-652.002.04-2026-074,08-Feb-2026,UTC,
2349,2026-02-07 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,4774,MV0001-05318,End panel Drive End,COMP-1768374767899-slkigc1i8,665.001,"Emergency Generator Aggregates, Complete",SP-665.001-318,CONSUME,-2,3,3rd Engineer,Consumed during maintenance - WO-702.005.01-2026-114,WO-702.005.01-2026-114,07-Feb-2026,UTC,
469,2026-02-07 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,4556,MV0001-05100,Hex. Screw,COMP-1768374767802-sjje0yq3o,403.001,"Steering Gears, Complete",SP-403.001-100,CONSUME,-1,4,6084f3b8-85dc-462a-b045-111d2b2e6d0e,Consumed for WO WO-652.003.02-2026-079,WO-652.003.02-2026-079,07-Feb-2026 00:00,UTC,
2780,2026-02-05 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,5461,MV0001-06005,Valve Guide,COMP-1768374768533-xnq4n84q4,712.013.02,LO Separator Booster Pumps No.02,SP-712.013.01-1005,CONSUME,-1,4,3rd Engineer,Consumed during maintenance - UWO-653.002.01-2026-699,UWO-653.002.01-2026-699,05-Feb-2026,UTC,
2773,2026-02-05 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,4670,MV0001-05214,Bolt With Wire Hole,COMP-1768374767834-dbncpiany,601.053,ME Turbochargers,SP-601.053-214,CONSUME,-1,1,4th Engineer,Consumed during maintenance - UWO-652.003.01-2026-857,UWO-652.003.01-2026-857,05-Feb-2026,UTC,
468,2026-02-05 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,4921,MV0001-05465,Oil Seal,COMP-1768374767907-73hq6hda8,801.001,Clean Ballast Pumps,SP-801.001-465,CONSUME,-2,3,977621de-77d7-4892-ae27-adaebcc27d0b,Consumed for WO WO-651.001-2026-048,WO-651.001-2026-048,05-Feb-2026 00:00,UTC,
467,2026-02-05 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,4941,MV0001-05485,Release & Lifting Gear,COMP-1768374767812-t7u0ew84e,501.002,Covered Lifeboats,SP-501.002-485,CONSUME,-1,7,228b5256-5bd2-4bf3-826f-c6fe76571449,Consumed for WO UWO-652.003.01-2026-857,UWO-652.003.01-2026-857,05-Feb-2026 00:00,UTC,
2835,2026-02-04 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,5111,MV0001-05655,Gasket,COMP-1768374767879-whkjy1n4i,653.001,"Aux. Diesel Generator Aggregates, Complete No.03",SP-651.001-655,CONSUME,-1,5,3rd Engineer,Consumed during maintenance - WO-651.003.01-2026-352,WO-651.003.01-2026-352,04-Feb-2026,UTC,
2834,2026-02-04 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,5172,MV0001-05716,Gasket,COMP-1768374768525-zyps62yum,712.011.02,LO Separators No.02,SP-702.005.01-716,CONSUME,-1,3,3rd Engineer,Consumed during maintenance - WO-651.003.01-2026-352,WO-651.003.01-2026-352,04-Feb-2026,UTC,
2315,2026-02-04 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,5288,MV0001-05832,O-Ring,COMP-1768374768525-zyps62yum,712.011.02,LO Separators No.02,SP-702.005.01-832,CONSUME,-2,3,3rd Engineer,Consumed during maintenance - WO-702.005.01-2026-108,WO-702.005.01-2026-108,04-Feb-2026,UTC,
466,2026-02-04 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,4796,MV0001-05340,PMG Exciter Rotor,COMP-1768374767899-slkigc1i8,665.001,"Emergency Generator Aggregates, Complete",SP-665.001-340,CONSUME,-1,4,6084f3b8-85dc-462a-b045-111d2b2e6d0e,Consumed for WO WO-601.066.04-2026-043,WO-601.066.04-2026-043,04-Feb-2026 00:00,UTC,
465,2026-02-04 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,4485,MV0001-05029,Bolt,COMP-1768374767799-zs6hrf8cm,401.005,Rudders W/Nozzle,SP-401.005-029,CONSUME,-2,0,6084f3b8-85dc-462a-b045-111d2b2e6d0e,Consumed for WO WO-652.003.05-2026-083,WO-652.003.05-2026-083,04-Feb-2026 00:00,UTC,
464,2026-02-04 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,4925,MV0001-05469,Oil Seal,COMP-1768374767907-73hq6hda8,801.001,Clean Ballast Pumps,SP-801.001-469,CONSUME,-1,1,228b5256-5bd2-4bf3-826f-c6fe76571449,Consumed for WO WO-653.003.02-2026-098,WO-653.003.02-2026-098,04-Feb-2026 00:00,UTC,
2504,2026-02-03 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,4994,MV0001-05538,Parallel Key,COMP-1768374767967-jb4k6wuji,554.003.02,Compressors W/Drive Unit No.02,SP-554.003.01-538,CONSUME,-1,3,3rd Engineer,Consumed during maintenance - WO-651.003.06-2026-061,WO-651.003.06-2026-061,03-Feb-2026,UTC,
463,2026-02-03 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,4528,MV0001-05072,Locking Screw,COMP-1768374767802-sjje0yq3o,403.001,"Steering Gears, Complete",SP-403.001-072,CONSUME,-2,0,977621de-77d7-4892-ae27-adaebcc27d0b,Consumed for WO WO-403.001-2026-012,WO-403.001-2026-012,03-Feb-2026 00:00,UTC,
462,2026-02-03 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,4895,MV0001-05439,Sleeve,COMP-1768374767907-73hq6hda8,801.001,Clean Ballast Pumps,SP-801.001-439,CONSUME,-2,3,480b40d0-04bd-4590-a936-2f879b867977,Consumed for WO WO-652.002.05-2026-076,WO-652.002.05-2026-076,03-Feb-2026 00:00,UTC,
2184,2026-02-02 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,4905,MV0001-05449,Packing Ring,COMP-1768374767907-73hq6hda8,801.001,Clean Ballast Pumps,SP-801.001-449,CONSUME,-1,4,2nd Engineer,Consumed during maintenance - WO-601.005.03-2026-031,WO-601.005.03-2026-031,02-Feb-2026,UTC,
2606,2026-02-01 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,4675,MV0001-05219,Bolt,COMP-1768374767834-dbncpiany,601.053,ME Turbochargers,SP-601.053-219,CONSUME,-2,2,3rd Engineer,Consumed during maintenance - WO-702.005.02-2026-315,WO-702.005.02-2026-315,01-Feb-2026,UTC,
2605,2026-02-01 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,4701,MV0001-05245,Bolt,COMP-1768374767837-m3bhk56ru,601.059,ME Exhaust Gas Manifolds/Pipes W/Insulation,SP-601.059-245,CONSUME,-1,4,3rd Engineer,Consumed during maintenance - WO-702.005.02-2026-315,WO-702.005.02-2026-315,01-Feb-2026,UTC,
2444,2026-02-01 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,5111,MV0001-05655,Gasket,COMP-1768374767879-whkjy1n4i,653.001,"Aux. Diesel Generator Aggregates, Complete No.03",SP-651.001-655,CONSUME,-2,6,3rd Engineer,Consumed during maintenance - WO-653.001-2026-088,WO-653.001-2026-088,01-Feb-2026,UTC,
2443,2026-02-01 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,5112,MV0001-05656,O-Ring,COMP-1768374767879-whkjy1n4i,653.001,"Aux. Diesel Generator Aggregates, Complete No.03",SP-651.001-656,CONSUME,-1,6,3rd Engineer,Consumed during maintenance - WO-653.001-2026-088,WO-653.001-2026-088,01-Feb-2026,UTC,
2442,2026-02-01 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,4713,MV0001-05257,Packing,COMP-1768374767879-whkjy1n4i,653.001,"Aux. Diesel Generator Aggregates, Complete No.03",SP-651.001-257,CONSUME,-2,3,3rd Engineer,Consumed during maintenance - WO-653.001-2026-088,WO-653.001-2026-088,01-Feb-2026,UTC,
461,2026-02-01 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,4646,MV0001-05190,Rubber Sheet,COMP-1768374767818-ckg4kqu6q,601.001,"Main Diesel Engine, Compl.",SP-601.001-190,CONSUME,-1,1,480b40d0-04bd-4590-a936-2f879b867977,Consumed for WO WO-601.001-2026-394,WO-601.001-2026-394,01-Feb-2026 00:00,UTC,
460,2026-02-01 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,4645,MV0001-05189,Crinket,COMP-1768374767818-ckg4kqu6q,601.001,"Main Diesel Engine, Compl.",SP-601.001-189,CONSUME,-2,0,056a433e-b880-43c6-9d59-b1cfe71a4014,Consumed for WO WO-601.001-2026-394,WO-601.001-2026-394,01-Feb-2026 00:00,UTC,
459,2026-02-01 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,4655,MV0001-05199,Locking Wire,COMP-1768374767827-g6k9lk4to,601.016,ME Tiebolts,SP-601.016-199,CONSUME,-1,0,977621de-77d7-4892-ae27-adaebcc27d0b,Consumed for WO WO-285.001.02-2026-003,WO-285.001.02-2026-003,01-Feb-2026 00:00,UTC,
2558,2026-01-31 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,5327,MV0001-05871,Lock Washer,COMP-1768374768525-zyps62yum,712.011.02,LO Separators No.02,SP-702.005.01-871,CONSUME,-1,4,3rd Engineer,Consumed during maintenance - UWO-712.011.01-2026-799,UWO-712.011.01-2026-799,31-Jan-2026,UTC,
2557,2026-01-31 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,4504,MV0001-05048,Base Plate,COMP-1768374767799-zs6hrf8cm,401.005,Rudders W/Nozzle,SP-401.005-048,CONSUME,-2,3,3rd Engineer,Consumed during maintenance - UWO-712.011.01-2026-799,UWO-712.011.01-2026-799,31-Jan-2026,UTC,
2556,2026-01-31 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,4646,MV0001-05190,Rubber Sheet,COMP-1768374767818-ckg4kqu6q,601.001,"Main Diesel Engine, Compl.",SP-601.001-190,CONSUME,-1,2,3rd Engineer,Consumed during maintenance - UWO-712.011.01-2026-799,UWO-712.011.01-2026-799,31-Jan-2026,UTC,
2200,2026-01-31 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,5063,MV0001-05607,Stud Bolt And Nut,COMP-1768374767994-apqr6kc7v,601.002.06,ME Cylinder Covers W/Valves No.06,SP-601.002.01-607,CONSUME,-2,3,3rd Engineer,Consumed during maintenance - WO-712.011.01-2026-126,WO-712.011.01-2026-126,31-Jan-2026,UTC,
458,2026-01-31 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,4893,MV0001-05437,Sleeve,COMP-1768374767907-73hq6hda8,801.001,Clean Ballast Pumps,SP-801.001-437,CONSUME,-1,4,056a433e-b880-43c6-9d59-b1cfe71a4014,Consumed for WO WO-653.002.04-2026-094,WO-653.002.04-2026-094,31-Jan-2026 00:00,UTC,
457,2026-01-31 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,4766,MV0001-05310,Drive End Bracket,COMP-1768374767899-slkigc1i8,665.001,"Emergency Generator Aggregates, Complete",SP-665.001-310,CONSUME,-2,2,056a433e-b880-43c6-9d59-b1cfe71a4014,Consumed for WO UWO-712.011.01-2026-799,UWO-712.011.01-2026-799,31-Jan-2026 00:00,UTC,
456,2026-01-31 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,4705,MV0001-05249,Bolt,COMP-1768374767837-m3bhk56ru,601.059,ME Exhaust Gas Manifolds/Pipes W/Insulation,SP-601.059-249,CONSUME,-2,1,480b40d0-04bd-4590-a936-2f879b867977,Consumed for WO WO-712.011.02-2026-142,WO-712.011.02-2026-142,31-Jan-2026 00:00,UTC,
71,2026-01-30 05:28:53.967,7440571a-841a-11ed-aa7c-7003bca91a86,4837,MV0001-05381,Volute Casing,COMP-1768374767907-73hq6hda8,801.001,Clean Ballast Pumps,SP-801.001-381,ADJUSTMENT,195,200,1,ROB adjustment via panel,,2026-01-30,,
2771,2026-01-30 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,5441,MV0001-05985,Side Cover,COMP-1768374768533-xnq4n84q4,712.013.02,LO Separator Booster Pumps No.02,SP-712.013.01-985,CONSUME,-1,4,3rd Engineer,Consumed during maintenance - WO-712.013.02-2026-145,WO-712.013.02-2026-145,30-Jan-2026,UTC,
2770,2026-01-30 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,5453,MV0001-05997,Coupling Bolt Complete,COMP-1768374768533-xnq4n84q4,712.013.02,LO Separator Booster Pumps No.02,SP-712.013.01-997,CONSUME,-2,1,3rd Engineer,Consumed during maintenance - WO-712.013.02-2026-145,WO-712.013.02-2026-145,30-Jan-2026,UTC,
2728,2026-01-30 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,5420,MV0001-05964,Valve Sheet,COMP-1768374768525-zyps62yum,712.011.02,LO Separators No.02,SP-702.005.01-964,CONSUME,-1,3,3rd Engineer,Consumed during maintenance - WO-712.011.02-2026-136,WO-712.011.02-2026-136,30-Jan-2026,UTC,
2727,2026-01-30 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,5406,MV0001-05950,O-Ring,COMP-1768374768525-zyps62yum,712.011.02,LO Separators No.02,SP-702.005.01-950,CONSUME,-2,3,3rd Engineer,Consumed during maintenance - WO-712.011.02-2026-136,WO-712.011.02-2026-136,30-Jan-2026,UTC,
2978,2026-01-29 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,4557,MV0001-05101,Hex. Head Screw,COMP-1768374767802-sjje0yq3o,403.001,"Steering Gears, Complete",SP-403.001-101,CONSUME,-2,3,2nd Engineer,Consumed during maintenance - WO-403.001-2026-014,WO-403.001-2026-014,29-Jan-2026,UTC,
2977,2026-01-29 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,4604,MV0001-05148,Washer,COMP-1768374767802-sjje0yq3o,403.001,"Steering Gears, Complete",SP-403.001-148,CONSUME,-2,0,2nd Engineer,Consumed during maintenance - WO-403.001-2026-014,WO-403.001-2026-014,29-Jan-2026,UTC,
2729,2026-01-28 00:00:00,7440571a-841a-11ed-aa7c-7003bca91a86,4592,MV0001-05136,Lock Nut,COMP-1768374767802-sjje0yq3o,403.001,"Steering Gears, Complete",SP-403.001-136,CONSUME,-2,3,3rd Engineer,Consumed during maintenance - WO-651.001-2026-047,WO-651.001-2026-047,28-Jan-2026,UTC,
